MACE WINDU	For your own good, stay out of this affair. I sense a great deal of confusion in you, young Skywalker. There is much fear that clouds your judgment.
ANAKIN	I must go, Master.
MACE WINDU	No. If what you told me is true, you will have gained my trust, but for now remain here.
ANAKIN	Yes, Master.
MACE WINDU	Wait for us in the Council Chamber until we return.
ANAKIN	Yes, Master.
===	===
C-3PO	My Lady, are you. . . . Are you all right?
ANAKIN	I can't do this ... I can't let her die.
===	===
MACE WINDU	You Sith disease. I am going to end this once and for all.
ANAKIN	You can't kill him, Master. He must stand trial.
DARTH SIDIOUS	I'm too weak. Don't kill me. Please.
ANAKIN	It is not the Jedi way . . . He must live . . .
DARTH SIDIOUS	Please don't, please don't . . .
ANAKIN	I need him . . .
DARTH SIDIOUS	Please don't . . .
ANAKIN	NO!!!
DARTH SIDIOUS	Power! Unlimited power!
ANAKIN	What have I done?
DARTH SIDIOUS	You are fulfilling your destin, Anakin. Become my apprentice. Learn to use the dark side of the Force.
ANAKIN	I will do whatever you ask.
DARTH SIDIOUS	Good.
ANAKIN	Just help me save Padme's life. I can't live without her. I won't let her die. I want the power to stop death.
DARTH SIDIOUS	To cheat death is a power only one has achieved, but if we work together, I know we can discover the secret.
ANAKIN	I pledge myself to your teachings. To the ways of the Sith.
DARTH SIDIOUS	Good. Good. The Force is strong with you. A powerful Sith you will become. Henceforth, you shall be known as Darth . . . Vader.
ANAKIN	Thank you. my Master.
===	===
DARTH SIDIOUS	Because the Council did not trust you, my young apprentice, I believe you are the only Jedi with no knowledge of this plot. When the Jedi learn what has transpired here, they will kill us, along with all the Senators.
ANAKIN	I agree. The Jedi's next move will be against the Senate.
DARTH SIDIOUS	Every single Jedi, including your friend Obi-Wan Kenobi, is now an enemy of the Republic. You understand that, don't you?
ANAKIN	I understand, Master.
DARTH SIDIOUS	We must move quickly. The Jedi are relentless; if they are not all destroyed, it will be civil war without end. First, I want you to go to the Jedi Temple. We will catch them off balance. Do what must be done, Lord Vader. Do not hesitate. Show no mercy. Only then will you be strong enough with the dark side to save Padme.
ANAKIN	What about the other Jedi spread across the galaxy?
===	===
PADME	Are you all right? I heard there was an attack on the Jedi Temple . . . you can see the smoke from here.
ANAKIN	I'm fine. I'm fine. I came to see if you and the baby are safe.
C-3PO	What is going on? You can't be anymore confused than I am.
ANAKIN	The situation is not good. The Jedi have tried to overthrow the Republic . . .
PADME	I can't believe that!
ANAKIN	I couldn't either at first, but it's true. I saw Master Windu attempt to assassinate the Chancellor myself.
PADME	Anakin, what are you going to do?
ANAKIN	I will not betray the Republic . . . my loyalties lie with the Chancellor and with the Senate . . . and with you.
PADME	What about Obi-Wan?
ANAKIN	I don't know . . . Many Jedi have been killed. We can only hope that he's remained loyal to the Chancellor.
PADME	How could this have happened?
ANAKIN	The Republic is unstable, Padme. The Jedi aren't the only ones trying to take advantage of the situation. There are also traitors in the Senate.
PADME	What are you saying?
ANAKIN	You need to distance yourself from your friends in the Senate. The Chancellor said they will be dealt with when this conflict is over.
PADME	What if they start an inquisition? I've opposed this war. What will you do if I become a suspect?
ANAKIN	That won't happen. I won't let it.
PADME	Oh, Anakin, I'm afraid.
ANAKIN	Have faith, my love. Everything will soon be set right. The Chancellor has given me a very important mission. The Separatists have gathered in the Mustafar system. I'm going there to end this war. Wait for me until I return . . . things will be different, I promise. Please, wait for me.
===	===
OBI-WAN	I must know the truth, Master. It can't be . . . It can't be . . .
ANAKIN	The traitors have been taken care of, Lord Sidious.
DARTH SIDIOUS	Good . . . good . . . You have done well, my new apprentice. Do you feel your power growing?
ANAKIN	Yes, My Master.
===	===
PADME	Oh, Anakin!
ANAKIN	It's all right, you're safe now. What are you doing out here?
PADME	I was so worried about you. Obi-Wan told me terrible things.
ANAKIN	What things?
PADME	He said you have turned to the dark side . . . that you killed younglings.
ANAKIN	Obi-Wan is trying to turn you against me.
PADME	He cares about us.
ANAKIN	Us??!
PADME	He knows . . . He wants to help you.
ANAKIN	Is Obi-Wan going to protect you? He can't ... he can't help you. He's not strong enough.
PADME	Anakin, all I want is your love.
ANAKIN	Love won't save you, Padme. Only my new powers can do that.
PADME	At what cost? You are a good person. Don't do this.
ANAKIN	I won't lose you the way I lost my mother! I've become more powerful than any Jedi has ever dreamed of and I've done it for you. To protect you.
PADME	Come away with me. Help me raise our child. Leave everything else behind while we still can.
ANAKIN	Don't you see, we don't have to run away anymore. I have brought peace to the Republic. I am more powerful than the Chancellor. I can overthrow him, and together you and I can rule the galaxy. Make things the way we want them to be.
PADME	I don't believe what I'm hearing . . . Obi-Wan was right. You've changed.
ANAKIN	I don't want to hear any more about Obi-Wan. The Jedi turned against me. Don't you turn against me.
PADME	I don't know you anymore. Anakin, you're breaking my heart. I'll never stop loving you, but you are going down a path I
ANAKIN	Because of Obi-Wan?
PADME	Because of what you've done . . . what you plan to do. Stop, stop now. Come back! I love you.
ANAKIN	Liar!
PADME	No!
ANAKIN	You're with him. You've betrayed me! You brought him here to kill me!
OBI-WAN	Let her go, Anakin.
ANAKIN	What have you and she been up to?
OBI-WAN	Let her go!
ANAKIN	You turned her against me.
OBI-WAN	You have done that yourself.
ANAKIN	You will not take her from me.
OBI-WAN	Your anger and your lust for power have already done that. You have allowed this Dark Lord to twist your mind until now . . . until now you have become the very thing you swore to destroy.
ANAKIN	Don't lecture me, Obi-Wan. I see through the lies of the Jedi. I do not fear the dark side as you do. I have brought peace, justice, freedom, and security to my new Empire.
OBI-WAN	Your new Empire?
ANAKIN	Don't make me kill you.
OBI-WAN	Anakin, my allegiance is to the Republic ... to democracy.
ANAKIN	If you're not with me, you're my enemy.
OBI-WAN	Only a Sith Lord deals in absolutes. I will do what I must.
ANAKIN	You will try.
===	===
OBI-WAN	The flaw of power is arrogance.
ANAKIN	You hesitate . . . the flaw of compassion.
===	===
OBI-WAN	I have failed you, Anakin. I was never able to teach you to think.
ANAKIN	I should have known the Jedi were plotting to take over . . .
OBI-WAN	From the Sith!!! Anakin, Chancellor Palpatine is evil.
ANAKIN	From the Jedi point of view! From my point of view, the Jedi are evil.
OBI-WAN	Well, then you are lost!
ANAKIN	This is the end for you, My Master. I wish it were otherwise.
OBI-WAN	It's over, Anakin. I have the high ground.
ANAKIN	You underestimate my power!
OBI-WAN	Don't try it. . . . You were the Chosen One! It was said that you would, destroy the Sith, not join them. It was you who would bring balance to the Force, not leave it in Darkness.
ANAKIN	I hate you!
===	===
JAR JAR	Oops! Wheresa mesa manners? Excuse me, Master Obi-Wan. I completely forgot myself for a moment there. I have had to learn Diplodiaclect... speak it like a native now. Don't really see the point, actually, but members of the Senate seem to prefer it... ...and this, I take it, is your apprentice... Nooooooooo! Annie? Noooooooo! Little Bitty Annie? Nooooooo! Yousa so biggen! Yiyiyiyyi! Annie!! Mesa no believen.
ANAKIN	Hi, Jar Jar.
===	===
PADME	Annie?? My goodness you've grown.
ANAKIN	So have you... grown more beautiful, I mean... and much shorter... for a Senator, I mean.
OBI-WAN	We're here to protect you Senator, not to start an investigation.
ANAKIN	We will find out who is trying to kill you Padme, I promise you.
OBI-WAN	We are not going to exceed our mandate, my young Padawan learner.
ANAKIN	I meant in the interest of protecting her, Master, of course.
OBI-WAN	We are not going through this exercise again, Anakin. You will pay attention to my lead.
ANAKIN	Why?
OBI-WAN	What??!!
ANAKIN	Why else do you think we were assigned to her, if not to find the killer? Protection is a job for local security... not Jedi. It's overkill, Master. Investigation is implied in our mandate.
JAR JAR	Mesa busten wit happiness seein Yousa again, Annie. Deesa bad times, bombad times.
ANAKIN	She didn't even recognise me, Jar Jar. I thought about her every day since we parted... and she's forgotten me completely.
OBI-WAN	Anakin, you're focusing on the Negative again. Be mindful of your thoughts. She was glad to see us. Now lets check the security here.
ANAKIN	Yes, my master.
===	===
OBI-WAN	Captain Typho has more than enough men downstairs. No assassin will try that way. Any activity up here?
ANAKIN	Quiet as a tomb. I don't like just waiting here for something to happen to her.
OBI-WAN	What's going on?
ANAKIN	She covered that camera. I don't think she liked me watching her.
OBI-WAN	What is she thinking?
ANAKIN	She programmed Artoo to warn us if there's an intruder.
OBI-WAN	It's not an intruder I'm worried about. There are many other ways to kill a Senator.
ANAKIN	I know, but we also want to catch this assassin. Don't we, Master?
OBI-WAN	You're using her as bait??
ANAKIN	It was her idea... No harm will come to her. I can sense everything going on in that room. Trust me.
OBI-WAN	It's too risky... and your senses aren't that attuned, young apprentice.
ANAKIN	And yours are?
===	===
OBI-WAN	You look tired.
ANAKIN	I don't sleep well, anymore.
OBI-WAN	Because of your mother?
ANAKIN	I don't know why I keep dreaming About her now. I haven't seen her since I was little.
OBI-WAN	Dreams pass in time.
ANAKIN	I'd rather dream of Padme. Just Being around her again is... intoxicating.
OBI-WAN	Mind your thoughts, Anakin, they betray you. You've made a commitment to the Jedi order... a commitment not easily broken... and don't forget she's a politician. They're not to be trusted.
ANAKIN	She's not like the others in the Senate, Master.
OBI-WAN	It's been my experience that Senators are only focused on pleasing those who fund their campaigns... and they are more than willing to forget the niceties of democracy to get those funds.
ANAKIN	Not another lecture, Master. Not on the economics of politics.... It's too early in the morning... and besides, you're generalising. The Chancellor doesn't appear to be corrupt.
OBI-WAN	Palpatine's a politician, I've observed that he is very clever at following the passions and prejudices of the Senators.
ANAKIN	I think he is a good man. My instincts are very positive about...
===	===
OBI-WAN	I have a bad feeling about this.
ANAKIN	That was wacky! I almost lost you in the traffic.
OBI-WAN	What took you so long?
ANAKIN	Oh, you know, Master, I couldn't find a speeder I really liked, with an open cockpit... and with the right speed capabilities... and then you know I had to get a really gonzo color...
OBI-WAN	If you'd spend as much time working on your saber skills as you do on your wit, young Padawan, you would rival Master Yoda as a swordsman.
ANAKIN	I thought I already did.
OBI-WAN	Only in your mind, my very young apprentice. Careful!! Hey, easy!!
ANAKIN	Sorry, I forgot you don't like flying, Master.
OBI-WAN	I don't mind flying... but what you're doing is suicide!
ANAKIN	Master, you know I've been flying since before I could walk. I'm very good at this.
OBI-WAN	Just slow down! Wait! Don't go in there! You know I don't like it when you do that!
ANAKIN	Sorry, Master. Don't worry, this guy's gonna kill himself any minute now!
OBI-WAN	What are you doing? He's gonna blast me!
ANAKIN	Right - this isn't working.
OBI-WAN	That was too close!
ANAKIN	Clear that!
OBI-WAN	What??
ANAKIN	Clear the flag! We're losing power! Hurry!
OBI-WAN	Whooooaaa! Don't do that! I don't  like it when you do that!
ANAKIN	So sorry, Master.
OBI-WAN	It's dangerous near those power couplings! Slow down! Don't go through there! Yiiii, what are you doing?
ANAKIN	Sorry, Master!
OBI-WAN	Oh, that was good...
ANAKIN	That was crazy!!! Ahh, damn.
OBI-WAN	Stop!!
ANAKIN	No, we can make it.
OBI-WAN	I'm crazy... I'm crazy... I'm crazy.
ANAKIN	But it worked... we made it.
OBI-WAN	It didn't work... we've stalled! And you almost got us killed!
ANAKIN	I think we're still alive.
OBI-WAN	It was stupid!
ANAKIN	I could have made it...
OBI-WAN	But you didn't!!! And now we've lost him.
ANAKIN	No we didn't...
OBI-WAN	Where are you going?! He went down there, the other way.
ANAKIN	This is a shortcut... I think.
OBI-WAN	What do you mean, 'You think?' What kind of shortcut?! He went completely the other way! You've lost him!
ANAKIN	Master, if we keep this chase going, that creep's gonna end up deep fried. Personally, I'd very much like to find out who in the hell he is and who he's working for...
OBI-WAN	Oh, so that's why we're going in the wrong direction. Well, you lost him.
ANAKIN	I'm deeply sorry, Master. Excuse me for a moment.
===	===
OBI-WAN	Anakin!
ANAKIN	She went into that club, Master.
OBI-WAN	Patience. Here. Next time try not to lose it.
ANAKIN	Sorry, Master.
OBI-WAN	A Jedi's saber is his most precious possession.
ANAKIN	Yes, Master.
OBI-WAN	He must keep it with him at all times.
ANAKIN	I know, Master.
OBI-WAN	This weapon is your life!
ANAKIN	I've heard this lesson before...
OBI-WAN	But, you haven't learned anything, Anakin.
ANAKIN	I try, Master.
===	===
OBI-WAN	Why do I think you are going to be the death of me?!
ANAKIN	Don't say that Master... You're the closest thing I have to a father... I love you. I don't want to cause you pain.
OBI-WAN	Then why don't you listen to me?!
ANAKIN	I will. I'll do better, I promise.
OBI-WAN	Do you see him him?
ANAKIN	I think he's a she...
OBI-WAN	Then be extra careful... Check it out.
ANAKIN	Where are you going, Master?
ELAN	I want to go home and rethink my life.
ANAKIN	Easy... Official business. Go back to your drinks.
===	===
ZAM WESSEL	It was just a job.
ANAKIN	Tell us!
OBI-WAN	This wound's going to need treatment.
ANAKIN	Who hired you? Tell us... tell us now!
===	===
PADME	I do not like this idea of hiding.
ANAKIN	Don't worry. Now that the Council has ordered an investigation, it won't take Master Obi-Wan long to find that bounty hunter.
PADME	"I haven't worked for a year to defeat the ""Military Creation Act"" not to be here when its fate is decided."
ANAKIN	Sometimes we have to let go of our pride and do what is requested of us.
PADME	Pride?!? Annie, you're young, and you don't have a very firm grip on politics. I suggest you reserve your opinions for some other time.
ANAKIN	Sorry, M'lady. I was only trying to...
PADME	Annie! No!
ANAKIN	Please don't call me that.
PADME	What?
ANAKIN	Annie...
PADME	I've always called you that... it is your name, isn't it?
ANAKIN	It's Anakin. When you say Annie it's like I'm still a little boy... and I'm not.
PADME	I'm sorry, Anakin. It's impossible to deny you've... ...that you've grown up.
ANAKIN	Master Obi-Wan manages not to see it...
PADME	Mentors have a way of seeing more of our faults than we would like. It's the only way we grow.
ANAKIN	Don't get me wrong... Obi-Wan is a great mentor. As wise as Master Yoda and as powerful as Master Windu. I am truly thankful to be his apprentice. Only... although I'm a Padawan learner, in some ways... a lot of ways... I'm ahead of him. I'm ready for the trials. I know I am! He knows it too. He believes I'm too unpredictable... Other Jedi my age have gone through the trials and made it... I know I started my training late... but he won't let me move on.
PADME	That must be frustrating.
ANAKIN	It's worse... he's overly critical. He never listens! He just doesn't understand! It's not fair!
PADME	I'm sorry... You sounded exactly like that little boy I once knew, when he didn't get his way.
ANAKIN	I'm not whining! I'm not.
PADME	I didn't say it to hurt you.
ANAKIN	I know...
PADME	Anakin... Don't try to grow up too fast.
ANAKIN	I am grown up. You said it yourself.
PADME	Please don't look at me like that.
ANAKIN	Why not?
PADME	Because I can see what you're thinking.
ANAKIN	Ahh... so, you have Jedi powers too?
PADME	It makes me feel uncomfortable.
ANAKIN	Sorry, M'lady.
===	===
OBI-WAN	Anakin, you stay put on Naboo. Do not attract any attention. Do absolutely nothing without checking in with me or the Council.
ANAKIN	Yes, Master.
PADME	I will be most grateful for your speed, Master Jedi.
ANAKIN	Time to go.
OBI-WAN	May the Force be with you.
ANAKIN	May the Force be with you, Master.
PADME	Suddenly, I'm afraid...
ANAKIN	I'm kinda scared too. This is my first assignment on my own.
===	===
FOOD SERVER	Hey! No Droids!
ANAKIN	No, no, Mom, no... What?
PADME	You seemed to be having a nightmare. Are you hungry?
ANAKIN	Thank you.
PADME	We went into lightspeed a while ago.
ANAKIN	I look forward to seeing Naboo again. I've thought about it every day since I left. It's by far the most beautiful place I've ever seen...
PADME	You were just a little boy then. It may not be as you remember it; time changes your perception.
ANAKIN	I think time has given me much more mature feelings to enhance my perception.
PADME	It must be difficult having sworn your life to the Jedi... not being able to visit the places you like... or do the things you like...
ANAKIN	Or be with the people I love.
PADME	Are you allowed to love? I thought that was forbidden for a Jedi.
ANAKIN	Attachment is forbidden. Possession is forbidden. Compassion, which I would define as unconditional love, is central to a Jedi's life, so you might say we're encouraged to love.
PADME	You have changed so much
ANAKIN	You haven't changed a bit. You're exactly the way I remember you in my dreams. I doubt if Naboo has changed much either.
PADME	It hasn't...
ANAKIN	I can't wait to breathe the sweet breeze that comes off the rolling hills. Whenever I try to visualise the Force, those hills are what I see. I love Naboo.
PADME	Were you dreaming about you mother earlier, weren't you?
ANAKIN	Yes... I left Tatooine so long ago, my memory of her is fading. I don't want to lose it. Recently I've been seeing her in my dreams... vivid dreams... scary dreams. I worry about her.
===	===
PADME	I doubt that.
ANAKIN	No, really. When I started my training, I was very homesick and very lonely. This city and my Mom were the only pleasant things I had to think about... The problem was, the more I thought about my Mom, the worse I felt. But I would feel better if I thought about the palace - the way it shimmers in the sunlight - the way the air always smells of flowers...
PADME	...and the soft sound of the distant waterfalls. The first time I saw the Capital, I was very young... I'd never seen a waterfall before. I though they were so beautiful... I never dreamed one day I'd live in the palace.
ANAKIN	Well, tell me, did you dream of power and politics when you were a little girl?
PADME	"No! That was the last thing I thought of. My dream was to help in the ""Refugee Relief Movement."" I never thought of running for elected office. But the more history I studied, the more I realised how much good politicians could do. So when I was eight, I joined the ""Apprentice Legislators"", then later on became a Senatorial advisor, with such a passion that, before I knew it, I was elected Queen. Partly because I scored so high on my education certificate, but for the most part it was my conviction that reform was possible. I wasn't the youngest Queen ever elected, but now that I think back on it, I'm not sure I was old enough. I'm not sure I was ready."
ANAKIN	The people you served thought you did a good job. I heard they tried to amend the Constitution so you could stay in office.
PADME	Popular rule is not democracy, Annie. It gives the people what they want, not what they need. And, truthfully, I was relieved when my two terms were up. So were my parents. They worried About me during the blockade and couldn't wait for it all to be over. Actually, I was hoping to have a family by now... My sisters have the most amazing, wonderful kids... but when the Queen asked me to serve as Senator, I couldn't refuse her.
ANAKIN	I agree! I think the Republic needs you... I'm glad you chose to serve. I feel things are going to happen in our generation that will change the galaxy in profound ways.
===	===
PADME	There are rumours, Your Highness, that the Federation Army was not reduced as they were ordered.
ANAKIN	The Jedi have not been allowed to investigate. It would be to be too dangerous for the economy, we were told.
PADME	Anakin's not a Jedi yet, Counsellor. He's still a Padawan learner. I was thinking...
ANAKIN	Hey, hold on a minute!
PADME	Excuse me! I was thinking I would stay in the Lake Country. There are some places up there that are very isolated.
ANAKIN	Excuse me?! I am in charge of security here, M'Lady.
PADME	Annie, my life is at risk, and this is my home. I know it very well... that is why we're here. I think it would be wise for you to take advantage of my knowledge in this instance.
ANAKIN	Sorry, M'Lady.
===	===
PADME	There's my house! What? Don't say you're shy!
ANAKIN	No, but I...
===	===
SOLA	Hello, Anakin.
ANAKIN	Hello.
JOBAL	You're just in time for dinner. I hope you're hungry, Anakin.
ANAKIN	A little.
RUWEE	Is she?
ANAKIN	...Yes... I'm afraid she is.
===	===
RUWEE	Sometimes I wish I'd traveled more... but I must say, I'm happy here.
ANAKIN	Padme tells me you teach at the university?
===	===
RUWEE	Now tell me, son. How serious is this thing? How much danger is my daughter really in?
ANAKIN	There have been two attempts on her life. Chances are there'll be more. My Master is tracking down the assassins. I'm sure he'll find out who they are. This situation, won't last long.
RUWEE	I don't want anything to happen to her.
ANAKIN	I don't either.
===	===
PADME	Don't worry, this won't take long.
ANAKIN	I just want to get there before dark. You still live at home.
PADME	I move around so much, I've never had a place of my own. Official residences have no warmth. I feel good here. I feel at home.
ANAKIN	I never had a real home. Home was always where my Mom was. Is this you?
===	===
PADME	When I was in Level Three, we used to come here for school retreat. See that island? We used to swim there every day. I love the water.
ANAKIN	I do too. I guess it comes from growing up on a desert planet.
PADME	...We used to lie on the sand and let the sun dry us... and try to guess the names of the birds singing.
ANAKIN	I don't like sand. It's coarse and rough and irritating, and it gets everywhere. Not like here. Here everything's soft... and smooth...
PADME	There was a very old man who lived on the island. He used to make glass out of sand - and vases and necklaces out of the glass. They were magical.
ANAKIN	Everything here is magical.
PADME	You could look into the glass and see the water. The way it ripples and moves. It looked so real... but it wasn't.
ANAKIN	Sometimes, when you believe something to be real, it becomes real. Real enough, anyway...
PADME	I used to think if you looked too deeply into glass, you would lose yourself.
ANAKIN	I think it's true...
PADME	I shouldn't have done that.
ANAKIN	I'm sorry. When I'm around you, my mind is no longer my own.
PADME	It's the situation... the stress...
ANAKIN	...the view.
===	===
PADME	You did that?
ANAKIN	What?
PADME	That! Now stop it! Anakin!!
ANAKIN	I'm not really supposed to do that... for fun, I mean. If Master Obi-Wan were here, he'd be very grumpy.
===	===
PADME	I don't know.
ANAKIN	Then how can I tell you?
PADME	Maybe you should use your Jedi intuition.
ANAKIN	It doesn't work around you. My mind is always a muddle... I can only think of you.
PADME	Anakin, don't...
ANAKIN	From the moment I met you, all those years ago, a day hasn't gone by when I haven't thought of you. And now that I'm close to you again, I'm in agony. The closer I get to you, the worse it gets. The thought of not being with you mskes my stomach turn over - my mouth goes dry. I feel dizzy. I can't breathe. I'm haunted by the kiss you should never have given me. My heart is beating, hoping that kiss will not become a scar. You are in my very soul, tormenting me. What can I do? I will do anything you ask... If you are suffering as much as I am, tell me.
PADME	...I can't. We can't. It's just not possible.
ANAKIN	Anything's possible. Padme, please listen...
PADME	You listen. We live in a real world. Come back to it. You're studying to become a Jedi Knight. I'm a Senator. If you follow your thoughts through to conclusion, they will take us to a place we cannot go... regardless of the way we feel about each other.
ANAKIN	Then you do feel something! There's an extraordinary connection between us. You can't deny that.
PADME	Annie, it doesn't make any difference. Jedi aren't allowed to marry. You swore an oath, remember? You'd be expelled from the Order. I will not let you give up your responsibilities... your future, for me.
ANAKIN	I was destined to be a Jedi. I don't think I could be anything else. But you are asking me to be rational. That is something I know I cannot do. I wish I could wish my feelings away... but I can't.
PADME	I am not going to give into this. I'm not going to throw my life away. I have more important things to do than fall in love.
ANAKIN	It wouldn't have to be that way... we could keep it a secret.
PADME	Then we'd be living a lie - one we couldn't keep even if we wanted to. Mt sister saw it. So did my mother. I couldn't do that. Could you, Anakin? Could you live like that?
ANAKIN	...No, you're right. It would destroy us.
===	===
PADME	I don't know...
ANAKIN	Sure you do... you just don't want to tell me.
PADME	Are you going to use one of your Jedi mind tricks on me?
ANAKIN	They only work on the weak-minded. You are anything but weak-minded.
PADME	All right... his name was Palo. I was twelve. We were both in the Legislative Youth Program. He was a few years older then I... very cute... dark curly hair... dreamy eyes.
ANAKIN	All right, I get the picture... whatever happened to him?
PADME	I went on to become a Queen. He went on to become an artist.
ANAKIN	Maybe he was the smart one.
PADME	You really don't like politicians, do you?
ANAKIN	I like two or three, but I'm not really sure about one of them. I don't think the system works.
PADME	How would you have it work?
ANAKIN	We need a system where the politicians sit down and discuss the problems, agree what's in the best interests of all the people, and then do it.
PADME	That is exactly what we do. The trouble is that people don't wlways agree. In fact, they hardly ever do.
ANAKIN	Then they should be made to.
PADME	By whom? Who's going to make them?
ANAKIN	I don't know. Someone.
PADME	You?
ANAKIN	Of course not me.
PADME	But someone.
ANAKIN	Someone wise.
PADME	That sounds an awful lot like a dictatorship to me.
ANAKIN	Well, if it works...
PADME	You're making fun of me.
ANAKIN	On no, I'd be much too frightened to tease a Senator.
PADME	You're so bad!
ANAKIN	You're always so serious. Always carrying the weight of the universe on your shoulders.
===	===
PAMDE	I don't want to disturb you.
ANAKIN	Your presence is soothing.
PADME	You had a nightmare again last night.
ANAKIN	Jedi don't have nightmares.
PADME	I heard you.
ANAKIN	I saw my mother. I saw her as clearly as I see you now. She's suffering, Padme. She is in pain...They're killing her! I know I'm disobeying my mandate to protect you, Senator. I know I will be punished and possibly thrown out of the Jedi Order, but I must go. I have to help her! I'm sorry, Padme. I don't have a choice.
PADME	Annie, I told you I wouldn't let you give up your future for me. I'll go with you. That way you can continue to protect me, and you won't be disobeying your mandate.
ANAKIN	What about Master Obi-wan?
===	===
WATTO	No, not that one - that one!
ANAKIN	Excuse me, Watto.
WATTO	What?
ANAKIN	I said excuse me.
WATTO	Shut down. What? I don't know you... What can I do for you? You look like a Jedi. Whatever it is... I didn't do it.
ANAKIN	Let me help you with that. I'm looking for Shmi Skywalker.
WATTO	Annie?? Little Annie?? Naaaah!! You are Annie! It is you! You little womp rat. You sure sprouted Weehoo! A Jedi! Waddya know? Hey, maybe you couldda help wit some daedbeats who owe...
ANAKIN	My mother...
WATTO	Oh, yeah. Shmi... she's not mine no more. I sold her.
ANAKIN	Sold her...
WATTO	Years ago. Sorry, Anne, but you know, business is business. Sold her to a moisture farmer named Lars. Least I think it was Lars. Believe it or not, I heard he freed her and married her. Can ya beat that?
ANAKIN	Do you know where they are?
WATTO	Long way from here... someplace over on the other side of Mos Eisley, I think...
ANAKIN	I'd like to know.
===	===
C-3PO	Good evening. May I help you?
ANAKIN	Threepio?
PADME	Hello, Threepio.
ANAKIN	I've come to see my mother.
===	===
C-3PO	Master Lars - Master Owen! Somebody to see you!
ANAKIN	I'm Anakin Skywalker. I'm here looking for my mother.
OWEN	I had a feeling you might show up some day.
ANAKIN	Is my mother here?
===	===
OWEN	Where are you going?
ANAKIN	To find my mother.
CLIEGG	She's daed, son. Accept it.
ANAKIN	I can feel her pain, and I will find her. I know she's alive.
===	===
PADME	Anakin...
ANAKIN	I trust you'll watch over her, Owen.
OWEN	Don't worry.
ANAKIN	I won't be long.
===	===
SHMI	Annie...? Is it you?
ANAKIN	I'm here, Mom. You're safe. Hang on. I'm going to get you out of here...
SHMI	I'm so glad... to see you, Annie... Now... I am complete...
ANAKIN	Just stay with me, Mom. I'm going to make you well again. Everything's going to be fine.
===	===
OBI-WAN	...Alliance have pledged their armies to Count Dooku and are forming an... Wait!... ah... attack... I don't... make it... aaaggghhh!
ANAKIN	I'm going after him!
PADME	I thought the first thing he said was to retransmit his message to Coruscant.
ANAKIN	Yeah, you're right, you're right.
===	===
MACE WINDU	We will deal with Count Dooku. The most important thing for you, Anakin, is to stay where you are. Protect the Senator at all costs. That is your priority.
ANAKIN	Understood, Master.
PADME	They'll never get there in time to save him. They have to come half way across the galaxy. Look, Geonosis is less than a parsec away.
ANAKIN	If he's still alive.
PADME	Annie, are you just going to sit here and let him die?? He's your friend... your mentor...
ANAKIN	...He's like my father, but you heard Master Windu. He gave me strict orders to stay here.
===	===
PADME	To find Obi-Wan.
ANAKIN	No! You're not!
PADME	Let go of me!
ANAKIN	I'm not letting you go out there. It's too dangerous.
PADME	What?!?
ANAKIN	It's my job to protect you. I said it's too dangerous. You're not going, and that's final!
===	===
PADME	I'm not afraid to die. I've been dying a little bit each day since you came back into my life.
ANAKIN	What are you talking about?
PADME	I love you.
ANAKIN	You love me?! I thought we decided not to fall in love. That we would be forced to live a lie. That it would destroy our lives...
PADME	I think our lives are about to be destroyed anyway. My love for you is a puzzle, Annie, for which I have no answers. I can't control it... and now I don't care. I truly, deeply love you, and before we die I want you to know.
ANAKIN	I have no desire to be cured of this love either. Long or short, I vow to spend the rest of my life with you.
===	===
OBI-WAN	I was beginning to wonder if you had gotten my message.
ANAKIN	I retransmitted it as you requested, Master. Then we decided to come and rescue you.
POGGLE	Let the executions begin!
ANAKIN	I have a bad feeling about this.
OBI-WAN	Take the one the left. I'll take the one on the right.
ANAKIN	What about Padme?
NUTE GUNRAY	Foul!! She can't do that... shoot her or something!
ANAKIN	You okay?
PADME	Sure! Well, sort of.
ANAKIN	Jump!!!
===	===
OBI-WAN	Hold on! Look over there...
ANAKIN	It's Dooku, go after him! Padme!!! Put the ship down! Down!
OBI-WAN	No! Forget her. We have to go after Dooku.
ANAKIN	No we're not!! Land this ship!
OBI-WAN	Don't let your personal feelings get in the way. We've got a job to do.
ANAKIN	I don't care!.. Go back.
===	===
OBI-WAN	We move in together - you slowly on the...
ANAKIN	I'm taking him now!
OBI-WAN	Anakin, no!
ANAKIN	You'll pay for all the Jedi you've killed today, Dooku.
COUNT DOOKU	Grand Master Kenobi, you disappoint me. Yoda holds you in such high esteem. Surely you can do better...? No, I'm surprised. Has Jedi swordsmanship degenerated so quickly, or are you trying to make fun of me? Which is it? come, come, Master Kenobi. Put me out of my misery. That's brave of you, boy - but foolish. I would have thought you'd have learnt your lesson.
ANAKIN	I'm a slow learner.
COUNT DOOKU	You have unusual powers, young Padawan. But not enought to save you this time.
ANAKIN	Don't bet on it!
===	===
IMPERIAL OFFICER	The Death Star plans are not in the main computer.
ANAKIN	Where are those transmissions you intercepted?
REBEL OFFICER	We intercepted no transmissions. Aaah...  This is a consular ship. Were on a diplomatic mission.
ANAKIN	If this is a consular ship... where is the Ambassador? Commander, tear this ship apart until you've found those plans and bring me the Ambassador.  I want her alive!
===	===
